"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","slope_OSLR_max.to.NA","intercept_OSLR_max.to.NA","p_value_olsr","r.square.olsr","N.bins.used","x.value.of.maximum","rob_reg__slope","rob_reg_intercept","slope_ratio_OLSR_RR"
"1072","#REF!","RAPROCAN1810","503","","10/01/2018",-15.5705,26.5228,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",10.3141462365591,"day",20.065363,477.9021,36,"5",8.204101,0.042951,0,1,19.44,19.6,36.62,NA,0.17,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266405242575873,0.172986169558385,8.67418580067122,47.5353841187666,152.687083475286,142.392054913418,70.1402434652393,27.4839613286653,13.007468675929,7.0782704398244,2.72760761826903,1.04219685607034,0.244363564274261,0.114622777874042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.580306145,"","zooplankton","zooplankton","3",0.0681858617461616,"dodgerblue","zooplankton",-1.580306145,-1.20603430596748,-4.41548569536526,4.57401805552079e-08,0.979817459874255,10,1.91e-06,-1.06657320329066,-3.56533994288189,0.95891812471421
"1073","#REF!","RAPROCAN1810","607","","10/01/2018",-15.0753,26.1287,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",13.2132990021383,"day",20,645.26825,36,"5",8.200225,0.048037,0.863244,1,19.53,19.63,36.6,NA,0.14,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101073256796049,0.305254335276652,0.401495145917433,0.27250369111152,3.87219160975304,17.6383195296322,74.7790310429335,65.262015658974,35.0666906829859,21.5450797180938,16.1349685687413,9.3828166248149,4.61127657792959,3.8948697445194,1.92934566398724,0.524459112589178,1.1427596331821,0.442542842225624,NA,0.088431630506896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.691704504,"","zooplankton","zooplankton","3",0.0569048513364726,"dodgerblue","zooplankton",-0.691704504,-0.702716088254998,-2.04658436160436,5.74545729253875e-09,0.970313683680884,12,1.91e-06,-0.897295071426853,-2.63835673122468,0.979973722244601
"1074","#REF!","RAPROCAN1810","603","","10/01/2018",-16.274,25.039,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",10.2627131069502,"day",20,736.140137,36,"5",8.203105,0.066173,1,1,18.11,18.07,36.37,NA,0.24,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134330369111329,NA,NA,5.05227746470342,52.3485986372014,170.823897028728,150.53252678044,88.7176605215398,27.3508203416734,13.8386337032314,4.58879931642151,1.96276194135216,1.29097694828656,0.527361216713028,0.259148661353762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.005041373,"","zooplankton","zooplankton","3",0.0934216851622351,"dodgerblue","zooplankton",-1.005041373,-1.12071322532025,-3.97807645069122,4.73218273863385e-09,0.98854352871623,10,1.91e-06,-1.02172667816889,-3.59773770354212,1.0550907561703
"1075","#REF!","RAPROCAN1903","23","","02/14/2019",-18.2426,29.1667,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",5.56369627791563,"night",21,319,36,"5",8.217428,0.031927,0,1,19.42,18.66,36.73,NA,0.18,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582808253816702,2.67216730232775,1.94626282303797,3.07685145332779,22.6929713055064,112.432802281972,219.426009039,139.289140841199,61.6321445168207,34.2886658297624,19.7704622859954,7.62486614899548,5.1376255697843,2.6576886927034,0.896600727921628,1.50950561950037,NA,NA,0.262266621885187,0.241330430851602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.686397761,"nCCUS","zooplankton","zooplankton","3",0.0718820073061254,"dodgerblue","zooplankton",-0.686397761,-0.896330302145477,-2.78689269896143,8.17147719901854e-08,0.976674153493394,10,1.91e-06,-0.951858009995068,-2.97311144391656,1.0074952489765
"1076","#REF!","RAPROCAN1903","21","","02/15/2019",-17.6543,29.1665,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",5.05679834905661,"day",21,352,36,"5",8.21566,0.032604,0,1,19.42,18.26,36.65,NA,0.17,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47358380856165,2.87191657991156,1.10353884420567,0.49803474047545,9.26109849566678,42.9946737573168,101.715216882213,78.2922529747922,36.4244937879161,22.2409255877645,7.22240875919961,5.28279431740457,1.88899133933972,0.829832577848034,0.277359938015847,0.218283431599316,0.229192880547172,NA,0.224124482640253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.80102122,"","zooplankton","zooplankton","3",0.0681858617461616,"dodgerblue","zooplankton",-0.80102122,-1.00419245351695,-3.62037294063902,5.55723882495717e-09,0.980265241046526,11,1.91e-06,-0.951018115711966,-3.11889818734988,0.974526181795518
"1077","#REF!","RAPROCAN1903","19","","02/16/2019",-16.9135,29.1667,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",8.62499659090909,"day",21,342.108826,36,"5",8.214321,0.033,0,1,19.11,17.74,36.54,NA,0.16,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229768215300278,1.38301760633738,0.676597450298131,1.53869223049122,14.3468007038091,72.1882259555069,161.489502475718,126.417206586374,60.8389902035672,28.6804764541799,7.26311860334491,3.50508360732008,0.479550184415865,NA,NA,0.207706845084392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.402179617,"","zooplankton","zooplankton","3",0.0644579892269184,"dodgerblue","zooplankton",-0.402179617,-1.37883194377545,-5.406959811937,0.000204704865893621,0.948848487391771,7,1.91e-06,-1.23049106720574,-4.50873814184614,0.980124389449004
"1078","#REF!","RAPROCAN1903","17","","02/17/2019",-16.198,29.1665,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",9.62974065934066,"night",21,338,36,"5",8.213894,0.033403,0,1,19.42,18.35,36.64,NA,0.24,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182788552615068,0.50918925944257,4.04657023279437,3.34668024082303,2.01688727011788,10.713066425392,57.8460564539708,168.315210583136,151.401160320415,86.6485754250708,50.8943250355861,22.8049985498834,11.3371208452283,4.67011092317569,2.7462996721443,1.18382568436948,0.382625188909195,0.122827376968001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.333717291,"nCCUS","zooplankton","zooplankton","3",0.0934216851622351,"dodgerblue","zooplankton",-1.333717291,-1.05384027619736,-3.50343023596956,7.47681310940077e-09,0.978922802285515,11,1.91e-06,-0.684957509948035,-1.95531179975136,1.02592654003941
"1079","#REF!","RAPROCAN1903","15","","02/18/2019",-15.6007,29.1667,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",10.5454683870968,"day",21,343.872681,36,"5",8.213098,0.033417,0,1,19.16,17.99,36.59,NA,0.16,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163716290114381,1.09181353578017,4.34254339648208,3.14662353948413,0.780131456667003,8.72539350276924,47.0654643921996,112.969894546745,92.6442053211633,44.1559194791858,26.3770499231499,15.1901974641172,5.09532755862579,2.11007530909127,0.805178121712214,0.460003699516571,0.621889155824696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.609121229,"","zooplankton","zooplankton","3",0.0644579892269184,"dodgerblue","zooplankton",-0.609121229,-0.985074967878288,-3.43362713791431,2.11594767261778e-07,0.970429337896778,10,1.91e-06,-1.13339919076619,-4.02913127387333,0.98880715148794
"1080","#REF!","RAPROCAN1903","13","","02/19/2019",-14.7297,29.1665,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",10.437724137931,"night",20,377,36,"5",8.210502,0.034157,0,1,18.84,18.18,36.63,NA,0.22,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165406264722014,0.958381261914241,3.21646644874949,2.08497692345242,1.31115949523635,5.4735583315532,57.3551776604392,148.497598954825,111.224725586733,73.5244959345494,54.209244055515,33.6354205826486,14.0654925575859,5.68551804659297,5.27185612297087,1.61439353793488,0.584712908083384,0.341492550121131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.128431044,"nCCUS","zooplankton","zooplankton","3",0.0863598306747482,"dodgerblue","zooplankton",-1.128431044,-0.908519965899347,-2.78537400810091,3.1707921919382e-08,0.970964763963815,11,1.91e-06,-0.922571727984175,-2.91029791837005,0.971556221546009
"1081","#REF!","RAPROCAN1903","10","","02/20/2019",-13.7052,28.8022,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",6.99727798319328,"day",20,520,36,"5",8.202994,0.040719,0,1,18.19,17.84,36.59,NA,0.35,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872097023630419,2.86559759410379,7.46024180246375,5.09991804983689,3.27708668171338,21.1599868352998,106.890147679567,255.329774035792,221.15108566045,130.360528538158,87.5970528417973,47.6498911564042,26.1000852686251,10.497256219637,5.32652317370844,2.44470050677676,1.14363739923344,0.437097627367744,0.313821673488905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.138795514,"","zooplankton","zooplankton","3",0.130333768495006,"dodgerblue","zooplankton",-1.138795514,-0.949885013986194,-2.75727751082258,2.01420731105628e-10,0.984792890150233,12,1.91e-06,-1.01334222379979,-3.66114236151359,0.990970700649849
"1082","#REF!","RAPROCAN1903","7","","02/21/2019",-13.2063,28.7092,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",10.350118021978,"day",20,534,36,"5",8.199532,0.044321,0,1,18.33,17.46,36.5,NA,0.29,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55721569603128,6.5966219908068,2.74903155792575,1.6881246032729,27.2027645681626,91.1998793810327,152.491133079517,145.727210750176,109.239580461565,74.3958299850145,46.0023973594014,26.4337545001917,12.9376369407727,4.99942879006989,1.49891716189151,1.26615688855209,0.249769284038286,0.233591438886288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.336623801,"","zooplankton","zooplankton","3",0.110589710299249,"dodgerblue","zooplankton",-1.336623801,-0.941958028322628,-2.8116243820813,4.10069534443775e-08,0.956073110222605,12,1.91e-06,-1.34877005263996,-5.25010568589889,1.02228837382373
"1083","#REF!","RAPROCAN1903","4","","02/22/2019",-12.7377,28.5903,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",11.9012137931034,"day",19.001476,606.320801,36,"5",8.196161,0.059668,0,1,17.85,17.12,36.42,NA,0.33,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68115320302954,7.47286728760716,24.8681256042097,48.568109934324,28.6350528610546,14.8031305991442,26.6384177757498,78.8956208963913,144.220408479604,144.943163340178,107.942067433161,52.5146730677442,30.2339443955865,14.9364624354962,6.23423325657355,2.12259564405245,1.18546206828478,0.190925577943431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.592187834,"","zooplankton","zooplankton","3",0.123851640967086,"dodgerblue","zooplankton",-1.592187834,-1.1556360141169,-3.86529458885681,1.81046691352591e-06,0.967570188438703,9,3.81e-06,-1.06347963416786,-3.5237913740361,0.990936020154215
"1084","#REF!","RAPROCAN1903","910","","02/23/2019",-12.1312,30.2377,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",8.87375862068966,"day",19.000067,471.849243,36,"5",8.212438,0.042258,0,1,17.82,17.1,36.44,NA,0.24,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442351425256245,0.680665822507294,13.8117969519613,49.9231982282688,99.7355025191293,109.279649869742,67.0704870846552,38.9297956530381,22.5794667372071,12.191564966818,5.08568376383839,2.64656339737843,1.55086189138833,1.21054234954907,0.775383408349111,0.889818488259697,0.341118233910082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.655327876,"","zooplankton","zooplankton","3",0.0934216851622351,"dodgerblue","zooplankton",-0.655327876,-0.762947929621551,-2.14845114700302,1.73196122082086e-09,0.976631379914869,12,3.81e-06,-0.986069876805586,-3.43851867480362,0.998991036081012
"1085","#REF!","RAPROCAN1903","907","","02/24/2019",-11.367,29.7738,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",13.890816374269,"day",19,596.00769,36,"5",8.209006,0.047818,0,1,17.56,17.01,36.43,NA,0.24,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13557441514637,NA,0.998291553126587,0.630449391548348,0.957946236404242,19.0417850146941,59.3071095348486,85.6335803950933,70.6844515662117,47.2891435775377,32.2492561697538,27.4687569735367,16.9207272559102,5.58240536750287,3.55444534894903,2.40060532343585,0.504789113067484,0.476897683761403,0.152483058258553,NA,NA,0.0916069756158505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.991208843,"","zooplankton","zooplankton","3",0.0934216851622351,"dodgerblue","zooplankton",-0.991208843,-0.840693188896397,-2.59355437360714,3.05868464216964e-08,0.958565740285049,12,1.91e-06,-0.908519965899347,-2.78537400810091,1
"1086","#REF!","RAPROCAN1903","310","","02/25/2019",-15.1305,27.358,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",4.49982456140351,"day",20,501.378998,36,"5",8.204,0.044871,0,1,18.89,17.63,36.51,NA,0.22,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433267199954866,0.830719309955225,2.28705800950402,1.54491698503512,1.44915817025443,15.2663357454739,155.324013815834,212.256767741512,162.138746140155,146.158732107929,90.5025824805393,41.0529951209988,29.3256506849762,14.5447949984283,5.2405767263129,4.40738625781812,1.50652024881085,1.06036637105566,0.537948814126333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.935179654,"","zooplankton","zooplankton","3",0.0863598306747482,"dodgerblue","zooplankton",-0.935179654,-0.832584693417971,-2.20026163353777,6.34359724930874e-10,0.980877304342406,12,1.91e-06,-0.969843175752308,-2.82214281252725,0.97942124843985
"1087","#REF!","RAPROCAN1903","309","","02/26/2019",-14.9662,27.229,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",5.35699104084321,"day",20,544.650208,36,"5",8.202591,0.045308,0,1,18.66,17.98,36.58,NA,0.24,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59307785639762,2.85795257221611,2.5769249626291,4.05615311340566,43.8813864418739,106.474257797586,207.873373629947,234.445383229803,133.521705640025,67.4286011300319,33.2119966577322,14.3280174877878,6.63608356700904,6.06893377261262,1.73075297114328,0.773827920551056,0.42761708886889,0.206038865019229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.088026613,"","zooplankton","zooplankton","3",0.0934216851622351,"dodgerblue","zooplankton",-1.088026613,-1.02734710110171,-3.14055770744926,1.86073965147326e-11,0.994431236976568,11,3.81e-06,-0.953858579188184,-2.84546188289888,0.987523778550397
"1088","#REF!","RAPROCAN1903","307","","02/27/2019",-14.6015,26.9403,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",7.164786,"day",20,726.511108,36,"5",8.198678,0.048735,0,1,18.33,17.09,36.43,NA,0.15,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67384409213408,3.96053105635151,2.24803743854728,3.15490815048299,22.5319114869348,111.918941968111,192.27153210084,161.868352988022,114.373875751523,64.7683757457576,34.9774308791979,16.9054471838249,8.93336450725921,5.52846310270729,3.18293425517572,0.706066154719091,0.737077619211377,0.156278969077465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.016550716,"","zooplankton","zooplankton","3",0.0606978403536116,"dodgerblue","zooplankton",-1.016550716,-0.926464825591185,-2.74494518666921,2.94442557086514e-09,0.974020607420713,12,1.91e-06,-1.1098203901367,-3.64710893685388,1.04128201679062
"1089","#REF!","RAPROCAN1903","611","","02/28/2019",-16.4015,25.6673,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",6.72077280701754,"day",20.894768,540.970825,36,"5",8.206039,0.044838,1,1,18.5,17.53,36.49,NA,0.2,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24014291307091,5.52997185687818,106.802216740014,302.339505000117,323.984605762413,151.065407297829,31.8936989285319,45.0471991938472,103.547794479478,110.46636048571,99.734500634556,59.9174310821168,42.7727074470661,23.2801591396386,12.7876894886124,6.94598882955885,4.44766551083938,2.96138390178054,1.65885406358535,0.893224170684928,1.06502572799736,0.212196612645481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.712068009,"","zooplankton","zooplankton","3",0.0791812460476248,"dodgerblue","zooplankton",-0.712068009,-0.52819070344363,-1.12371499446621,8.42894629865385e-09,0.880864143024965,18,1.19e-07,-0.778065581535148,-2.20421719420954,0.980570208640036
"1090","#REF!","RAPROCAN1903","610","","03/01/2019",-16.3307,25.6208,"zooplankton",3,"WP-2","",NA,NA,200,NA,200,NA,"Estimated from Biovolume","S.Her�ndez-Le�n / JM. Landeira",5.18463015384615,"day",20.518475,546.664185,36,"5",8.205683,0.046139,1,1,19.03,17.49,36.49,NA,0.17,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55093523003321,7.5995553619793,30.507475306341,71.8540451871693,69.9195059427562,30.1604005350306,32.1293254966199,76.5269622263607,165.531437170601,185.373728699795,127.979824368401,87.0832012258585,48.084644472133,24.1360916968163,12.1656456738426,4.31483809236856,2.29408298054832,2.31390497064604,1.21146100873308,0.761608394272025,0.209280472403994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.755222817,"","zooplankton","zooplankton","3",0.0681858617461616,"dodgerblue","zooplankton",-0.755222817,-0.877515187973875,-2.3761250316909,1.68684703936417e-10,0.985322219140843,12,3.81e-06,-0.840693188896397,-2.59355437360714,1
"1091","#REF!","Abracos_1","FNST01","","10/01/2015",-32.3968,-3.77011,"zooplankton",3,"Bongo","",NA,NA,500,NA,200,NA,"Estimated from Biovolume","Simone_Lira/Gabriela_Figueiredo_Ralf_Schwamborn",NA,"",27,278.241791,36,"4",8.222582,0.029847,0,1.886454,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371067193,1.39862962,0.7570521,2.914039075,7.779591742,7.47378893,3.471463447,2.006295859,0.38858535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRZ_oc_isl","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",NA,-1.05440875137664,-3.68719811787183,0.018116629264752,0.880875243789375,5,3.05e-05,-0.840448766048894,-2.22709034213123,0.990643007701833
"NA.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03227141816876,-3.17466212906347,0.995229629552481
"1093","#REF!","Abracos_1","FNST03","","10/01/2015",-31.9632,-3.6689,"zooplankton",3,"Bongo","",NA,NA,500,NA,200,NA,"Estimated from Biovolume","Simone_Lira/Gabriela_Figueiredo_Ralf_Schwamborn",NA,"",27,279.983002,36,"4",8.230416,0.029209,0,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044996269,0.199887781,0.169102816,0.3862937,1.697316063,2.276877676,8.625650376,10.79712978,7.65836376,2.391651058,1.690742036,1.5471954,0.359347328,NA,NA,NA,0.067916398,NA,NA,NA,NA,0.076829323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRZ_oc_isl","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",NA,-0.913118968858496,-2.78299006443492,0.00179921064104346,0.931541023243128,6,6.1e-05,-0.908085682345225,-2.63551261153002,1.02023943731663
"NA.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.538966895456607,-1.14958989161898,0.980005836900524
"1095","#REF!","Abracos_1","FNST05","","10/02/2015",-32.1953,-4.07709,"zooplankton",3,"Bongo","",NA,NA,500,NA,200,NA,"Estimated from Biovolume","Simone_Lira/Gabriela_Figueiredo_Ralf_Schwamborn",NA,"",27,275.303986,36,"4",8.224874,0.029,0,1.993956,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079396918,0.029142552,0.26622409,0.713540754,4.517579588,6.022077353,4.151026989,2.200633611,0.759184364,0.524863401,0.245173377,NA,0.10735182,0.046756982,0.02703005,0.027239715,0.041024793,0.047605554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRZ_oc_isl","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",NA,-0.959132558767012,-3.19878213919913,0.000102423432359458,0.983519012146087,6,6.1e-05,-0.877515187973875,-2.3761250316909,1
"NA.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05440875137664,-3.68719811787183,1
