ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,size_range_minimum_g,size_range_maximum_g,size_range_minimum_micrometers,size_range_maximum_micrometers,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST,primprod,salinity,O2_dissolved,pH,chla,nitrate,silicate,SST_C_insitu,Temperature__C_insitu,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m_3_insitu,Nitrate__uM_L_1_insitu,g_C_individual,5.68E-14,1.14E-13,2.27E-13,4.55E-13,9.09E-13,1.82E-12,3.64E-12,7.28E-12,1.46E-11,2.91E-11,5.82E-11,1.16E-10,2.33E-10,4.66E-10,9.31E-10,0.00000000186,0.00000000373,0.00000000745,0.0000000149,0.0000000298,0.0000000596,0.000000119,0.000000238,0.000000477,0.000000954,0.00000191,0.00000381,0.00000763,0.0000153,0.0000305,0.000061,0.000122,0.000244,0.000488,0.000977,0.00195,0.00391,0.00781,0.0156,0.0313,0.0625,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,1020,NBSS_slope,Comment
71,WHI_36_II_1,419_I_71,,1971-03-28,-14.78,-33.58,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,112,,inferred from length,Henrike Andresen/Heino Fock,,,18.936583,226.742935,35,5,8.219388,0.02806,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,WHI_36_II_1,419_II_71,,1971-03-28,-14.78,-33.57,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,305,,inferred from length,Henrike Andresen/Heino Fock,,,18.944651,226.553223,35,5,8.219354,0.028043,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,WHI_36_II_1,423_I_71,,1971-03-29,-10.7,-34.43,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,103,,inferred from length,Henrike Andresen/Heino Fock,,,18,235.942383,35,5,8.209002,0.03116,4,3.970863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,WHI_36_II_1,423_II_71,,1971-03-29,-10.6,-34.47,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,305,,inferred from length,Henrike Andresen/Heino Fock,,,18,236.003265,35,5,8.209,0.031569,4,3.976379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,WHI_36_II_1,423_III_71,,1971-03-29,-10.53,-34.52,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,592,,inferred from length,Henrike Andresen/Heino Fock,,,18,237.160965,35,5,8.209008,0.031838,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,WHI_36_II_2,431_I_71,,1971-03-31,4.57,-29.85,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,105,,inferred from length,Henrike Andresen/Heino Fock,,,19,231.430237,35,5,8.191,0.033986,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,WHI_36_II_2,431_II_71,,1971-03-31,4.6,-29.88,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,308,,inferred from length,Henrike Andresen/Heino Fock,,,19,231.45018,35,5,8.191017,0.033995,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,WHI_36_II_2,431_III_71,,1971-03-31,4.63,-29.93,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,502,,inferred from length,Henrike Andresen/Heino Fock,,,19,231.434174,35,5,8.191038,0.034,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,WHI_36_II_2,439_I_71,,1971-04-02,-0.4,-23.63,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,104,,inferred from length,Henrike Andresen/Heino Fock,,,21,180.547241,36,5,8.193958,0.026,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,WHI_36_II_2,439_II_71,,1971-04-02,-0.38,-23.68,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,300,,inferred from length,Henrike Andresen/Heino Fock,,,21,180.619736,36,5,8.193854,0.026,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,WHI_36_II_2,439_III_71,,1971-04-02,-0.35,-23.73,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,712,,inferred from length,Henrike Andresen/Heino Fock,,,21,180.740646,36,5,8.193624,0.026,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,WHI_36_II_2,447_I_71,,1971-04-04,-4.23,-17.28,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,82,,inferred from length,Henrike Andresen/Heino Fock,,,22,233.088608,36,4,8.202031,0.034945,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,WHI_36_II_2,447_II_71,,1971-04-04,-4.27,-17.35,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,310,,inferred from length,Henrike Andresen/Heino Fock,,,22,232.995544,36,4,8.202,0.0345,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,WHI_36_II_2,447_III_71,,1971-04-04,-4.3,-17.4,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,760,,inferred from length,Henrike Andresen/Heino Fock,,,22,232.974335,36,4,8.202,0.03408,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,WHI_36_II_2,455_I_71,,1971-04-06,-8.97,-12.8,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,102,,inferred from length,Henrike Andresen/Heino Fock,,,23.860022,255.012711,36,4,8.207,0.028545,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,WHI_36_II_2,455_II_71,,1971-04-06,-9,-12.83,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,300,,inferred from length,Henrike Andresen/Heino Fock,,,23.836184,253.046356,36,4,8.207,0.02844,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,WHI_36_II_2,455_III_71,,1971-04-06,-9.03,-12.88,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,1010,,inferred from length,Henrike Andresen/Heino Fock,,,23.649969,250.960556,36,4,8.206953,0.028381,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,WHI_36_II_2,463_I_71,,1971-04-08,-14.12,-7.8,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,108,,inferred from length,Henrike Andresen/Heino Fock,,,25,321,36,4,8.207629,0.031537,0.713474,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,WHI_36_II_2,463_II_71,,1971-04-08,-14.17,-7.82,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,356,,inferred from length,Henrike Andresen/Heino Fock,,,25,321,36,4,8.207403,0.031421,0.806406,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,WHI_36_II_2,463_III_71,,1971-04-08,-14.2,-7.82,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,640,,inferred from length,Henrike Andresen/Heino Fock,,,25,321,36,4,8.20732,0.031317,0.810641,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,WHI_36_II_2,471_I_71,,1971-04-10,-18.92,-1.5,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,105,,inferred from length,Henrike Andresen/Heino Fock,,,26,486.159973,35,4,8.209533,0.045494,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,WHI_36_II_2,471_II_71,,1971-04-10,-18.97,-1.52,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,304,,inferred from length,Henrike Andresen/Heino Fock,,,26,480.88089,35,4,8.209181,0.045624,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,WHI_36_II_2,471_III_71,,1971-04-10,-19,-1.55,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,657,,inferred from length,Henrike Andresen/Heino Fock,,,26,471.730347,35,4,8.208932,0.045558,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,WHI_36_II_2,482_I_71,,1971-04-13,-19.65,4.57,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,104,,inferred from length,Henrike Andresen/Heino Fock,,,27.816132,409.161987,35,4,8.220827,0.038201,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,WHI_36_II_2,482_II_71,,1971-04-13,-19.67,4.6,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,256,,inferred from length,Henrike Andresen/Heino Fock,,,27.905787,408.942291,35,4,8.220801,0.0381,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,WHI_36_II_2,482_III_71,,1971-04-13,-19.68,4.63,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,756,,inferred from length,Henrike Andresen/Heino Fock,,,27.954861,409.080078,35,4,8.22078,0.037869,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,WHI_36_II_2,490_I_71,,1971-04-15,-22.13,10.83,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,111,,inferred from length,Henrike Andresen/Heino Fock,,,26,556.653564,35,4,8.200021,0.041644,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,WHI_36_II_2,490_II_71,,1971-04-15,-22.15,10.87,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,608,,inferred from length,Henrike Andresen/Heino Fock,,,26,555.460693,35,4,8.200022,0.041733,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,WHI_36_II_2,498_I_71,,1971-04-17,-22.97,17.37,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,105,,inferred from length,Henrike Andresen/Heino Fock,,,23,841.733459,36,4,8.189679,0.046693,1.019908,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,WHI_36_II_2,498_II_71,,1971-04-17,-22.95,17.4,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,305,,inferred from length,Henrike Andresen/Heino Fock,,,23,853.171082,36,4,8.189438,0.046966,1.039522,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,WHI_36_II_2,498_III_71,,1971-04-17,-22.92,17.45,mesopelagic fish,1,MT1600,non-closing fishing at depth,2,1000,,,610,,inferred from length,Henrike Andresen/Heino Fock,,,23,872.396179,36,4,8.189071,0.047406,1.080815,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Abracos_1,1_5,,2015-10-02,-32.180271,-4.089971,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,85,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,275.081421,36,4,8.225164,0.029,0,1.992269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.288123269,1.601950483,0.676010149,0.380255709,0.530546757,1.002753633,1.252374265,0.462561671,0.335218452,0.056125916,0.03414877,0.025689591,0.013800515,0.002846421,0.001103468,0,0,0,0,0,0,0,0,0,0,,,-0.631254354,
103,Abracos_1,1_6,,2015-10-03,-32.61288,-4.243347,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,85,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,281.572906,36,4,8.217217,0.028902,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Abracos_1,1_7,,2015-10-03,-32.532423,-3.960036,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,58,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,279.823456,36,4,8.219849,0.030979,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Abracos_1,1_8,,2015-10-04,-32.895403,-3.735513,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,100,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,281.149841,36,4,8.214509,0.029086,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Abracos_1,1_9,,2015-10-04,-32.75874,-3.470937,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,105,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,286.664703,36,4,8.217916,0.029607,0,1.716152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Abracos_1,1_11,,2015-10-05,-33.23033,-3.749583,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,40,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,283,36,4,8.209241,0.029068,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.000119221,0.001579677,0.002786788,0.003435051,0.001743605,0.001086028,0.003087634,0.003211978,0.000382578,0.0000535563,0,0,0,0,0,0,0,0,0,,,-0.150526661,
108,Abracos_1,1_12,,2015-10-05,-33.51088,-3.938596,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,130,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,294.319214,36,4,8.204457,0.028959,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0000544458,0,0,0,0,0,0,0,0,0,0.0000871635,0.0000871635,0.000414027,0.001013276,0.000964246,0.002606734,0.001677898,0.000747019,0.000956415,0.001335883,0.000594568,0.0000476675,0.0000614996,0,0,0,0,0,0,0,,,0.092481728,
109,Abracos_1,1_13,,2015-10-06,-33.847872,-3.917202,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,110,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,294.230042,36,4,8.199453,0.030596,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477899,0.000980305,0.000726038,0.0000765863,0,0,0,0.0000555251,0,0,0,0,0,0,0,0,0,,,-0.573323062,
110,Abracos_1,1_14,,2015-10-06,-34.056419,-3.982616,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,510,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,300.443146,36,4,8.19608,0.028902,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0000481125,0.001226868,0.002429679,0.002610101,0.001470437,0.00089008,0.001081027,0.001040056,0.002385889,0.001575589,0.0000606104,0,0,0.0000698899,0,0,0,0,0,,,-0.155492715,
111,Abracos_1,1_15,,2015-10-07,-33.999558,-3.733856,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,537,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,290.41156,36,4,8.198142,0.029707,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.000107566,0,0.000268916,0.000295807,0.001512652,0.001237013,0.000389928,0.000342868,0.000234041,0.0000691198,0,0,0,0,0,0,0,0,0,0,,,-0.045159057,
112,Abracos_1,1_20,,2015-10-07,-33.879595,-3.760858,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,60,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,289.150848,36,4,8.1997,0.030344,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000320932,0.000101704,0,0,0,0,0,0,0,0,0,0,,,1.664036869,
113,Abracos_1,1_21,,2015-10-08,-33.691769,-3.656906,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,100,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,288.703125,36,4,8.202678,0.029031,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00049208,0.001180992,0.003395353,0.001734582,0.000338305,0.000079963,0.000155313,0,0,0,0,0,0,0,0,0,0,0,0,,,-0.574626836,
114,Abracos_1,1_22,,2015-10-08,-33.790134,-4.129104,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,525,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,335.965118,36,4,8.1998,0.028899,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000668178,0.000489997,0.000400907,0.000334089,0,0,0,0,0,0.000174005,0,0,0,0,0,0,0,0,,,-0.200293865,
115,Abracos_1,1_23,,2015-10-09,-34.713482,-5.143524,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,100,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,328.353821,36,4,8.181072,0.026012,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0000763149,0.000343417,0.000133551,0.000620059,0.000224175,0.000143091,0.000119242,0,0,0.000214487,0.0000670737,0,0,0,0,0,0,0,0,,,-0.076869296,
116,Abracos_1,1_25,,2016-10-11,-34.951401,-5.803098,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,75,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,363.803101,36,4,8.1732,0.036352,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000324395,0,0,0,0,0,0,0.000623197,0.001454127,0.007738034,0.006218991,0.00407675,0.012756072,0.003012121,0,0,0.000154176,0.000674522,0.001739049,0,0.0000911619,0.0000602252,0,0.0000966773,0,0,0,0,0,0,,,-0.193656222,
117,Abracos_1,1_26,,2015-10-12,-34.576298,-6.153606,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,560,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,388.663788,36,4,8.175581,0.026351,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.000121273,0.000333499,0.000636681,0.001053555,0.001413583,0.000437718,0.000981549,0.002400343,0.000358607,0.0000544779,0.0000935599,0,0,0,0,0,0,0,0,,,-0.11785207,
118,Abracos_1,1_27,,2015-10-12,-34.97855,-6.309495,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,30,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27.276209,396.11203,36,4,8.168406,0.079524,0.037139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.000160151,0.000774065,0.001034311,0.000417061,0.000363677,0.000447089,0.000547601,0.000401004,0.000137004,0.0000765306,0.000111303,0,0,0,0,0,0,0,0,,,-0.220473751,
119,Abracos_1,1_29,,2015-10-13,-34.759503,-6.621184,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,15,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,450.049347,36,4,8.169188,0.040698,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106043,0.000229759,0.000136972,0.000165692,0.000108252,0.0000723521,0,0,0,0,0,0,0,0,0,0,0,,,-0.164000187,
120,Abracos_1,1_31,,2015-10-13,-34.440174,-6.733937,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,50,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,339.838867,36,4,8.172575,0.027331,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.849315491,12.78993074,78.36421181,165.1870701,635.7248816,4978.647738,4641.726987,1907.084748,927.4937,275.988751,78.14616231,17.35789608,6.891080772,0,0,58.57651523,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-0.037926628,
121,Abracos_1,1_34,,2015-10-14,-34.265859,-7.190463,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,100,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,337,36,4,8.170709,0.027116,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4.951058282,22.46414955,150.1342439,681.4629924,597.2737548,139.8511767,49.23915999,36.76104833,45.04080449,3.916032789,2.147734271,1.693275199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-0.410820459,
122,Abracos_1,1_35,,2015-10-15,-34.424585,-7.486068,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,250,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,337.780396,36,4,8.164842,0.029835,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.152889109,0,0.109927682,0.102424027,0.289467992,0.563291992,0.658889169,1.5652169,0.446039927,0.055704822,0.005109322,0.004639836,0.006470643,0.001503995,0.001929415,0.001923388,0.003366657,0.00035301,0,0,0,0,0,0,0,,,-0.601715353,
123,Abracos_1,1_36,,2015-10-15,-34.338031,-7.602094,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,60,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,341.777771,36,4,8.164313,0.027091,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.268941243,3.349098494,0,24.49546047,36.20527292,35.08531614,103.076641,154.6323216,78.4088757,39.15170474,23.46102144,9.564113486,4.762058969,2.109143012,1.406530496,0.387375748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-0.181320852,
124,Abracos_1,1_37,,2015-10-16,-34.495101,-7.867102,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,25,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,351.81015,36,4,8.157641,0.030597,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.17373452,0,0.472474726,25.7487132,61.10175613,89.97577433,192.5677084,101.5751975,69.59187841,42.46289319,12.6306834,4.01233829,1.271885063,0.322341315,0,0.300283246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-0.295246503,
125,Abracos_1,1_41,,2015-10-17,-34.680392,-8.27441,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,30,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,344.708008,36,4,8.149201,0.035535,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.272524505,7.495850048,8.91099578,1.821447338,10.30718077,108.1158694,162.2449345,373.5591507,192.9319612,89.72062851,34.54313984,32.61360863,4.10982896,5.078287335,1.853439541,0,0.66203561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-0.096070786,
126,Abracos_1,1_43,,2015-10-17,-34.844129,-8.414525,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,12,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27.042818,345.174042,36,4,8.143716,0.055129,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000850241,0.000850837,0.004932769,0.00331849,0.001035194,0.0012948,0.000854538,0.000959337,0.000253959,0,0,0,0,0,0,0,0,0,,,-0.214488811,
127,Abracos_1,1_51,,2015-10-19,-34.484308,-8.941534,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,500,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,328.491333,36,4,8.14489,0.027021,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Abracos_1,1_52,,2015-10-20,-34.801257,-9.065899,micronekton,2,Meso,non-closing fishing at depth,0.03125,64,,,570,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,322.691956,36,4,8.137602,0.028742,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Abracos_1,1_1,,2015-09-30,-32.421706,-3.772089,micronekton,2,Micro,non-closing fishing at depth,2,256,,,150,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,278.488098,36,4,8.222028,0.030127,0,1.927516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000322392,0.000044566,0.001664587,0.003569545,0.001203281,0.000753651,0.000264018,0.000303132,0,0,0,0,0,0,0.00003131,,,-0.135537968,
130,Abracos_1,1_2,,2015-10-01,-32.217739,-3.661279,micronekton,2,Micro,non-closing fishing at depth,2,256,,,110,,directly weighed wet mass (formalin-preserved),Leandro N. Eduardo/Thierry Fredou,,,27,278.289154,36,4,8.225884,0.029001,0,1.024893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.000141803,0.00053176,0.000549485,0.000239292,0.000726738,0,0,0.0000581612,0.000153435,0,0,0.0000772021,0,0,0,0,0,0,0,,,-0.21951334,
