"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"497","#REF!","AMT1","AMT1_38","","1995-10-14",-37.3878,-23.7904,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,120,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24.314505,212.256851,36,"4",8.120259,0.026987,1,2,23.24,22.5,36.73,NA,0.32,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,1660000,2.02e+08,145000,1890000,1200000,752000,355000,125000,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.786045399,"","Phytoplankton","phytoplankton","4",0.12057393120585,"forestgreen","phytoplankton",-0.786045399,-0.856867882308601,-0.699338006973534,0.0484816207358833,0.448430997606347,0.816156167610525
"500","#REF!","AMT1","AMT1_41","","1995-10-16",-43.3896,-30.2901,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21,228.940994,36,"5",8.114765,0.031105,1,2,19.25,19.25,35.93,NA,0.25,NA,"gC m-3",NA,NA,NA,NA,NA,NA,5050000,4.7e+08,2320000,2370000,6060000,3070000,961000,176000,278000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.117536866,"","Phytoplankton","phytoplankton","4",0.0969100130080564,"forestgreen","phytoplankton",-1.117536866,-0.884671132434021,-0.752945503279811,0.023184990462682,0.544714846771098,0.851102150477331
"501","#REF!","AMT1","AMT1_42","","1995-10-16",-43.3896,-30.2901,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,100,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21,228.940994,36,"5",8.114765,0.031105,1,2,19.25,19.11,35.76,NA,0.47,0.11,"gC m-3",NA,NA,NA,NA,NA,NA,3600000,3.88e+08,2690000,2350000,4330000,2850000,798000,301000,647000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.681027883,"","Phytoplankton","phytoplankton","4",0.167317334748176,"forestgreen","phytoplankton",-0.681027883,-0.735875091208794,-0.534230406751229,0.0418551067991238,0.468853635877105,0.725979739134354
"502","#REF!","AMT1","AMT1_43","","1995-10-17",-46.4154,-33.1801,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20,274.056519,35,"5",8.078108,0.038906,1,2.815579,16.99,16.99,34.1,NA,0.82,0.19,"gC m-3",NA,NA,NA,NA,NA,NA,67300000,6.97e+08,12900000,22900000,1.8e+07,2440000,1030000,327000,463000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.864954043,"","Phytoplankton","phytoplankton","4",0.260071387985075,"forestgreen","phytoplankton",-0.864954043,-1.20762690456058,-1.14531204489508,0.00059088845989937,0.833250466548551,0.948398914076715
"503","#REF!","AMT1","AMT1_44","","1995-10-17",-46.4154,-33.1801,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20,274.056519,35,"5",8.078108,0.038906,1,2.815579,16.99,16.91,34.08,NA,0.78,0.29,"gC m-3",NA,NA,NA,NA,NA,NA,48900000,8.5e+08,55900000,25900000,28400000,4990000,695000,125000,231000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.973510393,"","Phytoplankton","phytoplankton","4",0.250420002308894,"forestgreen","phytoplankton",-0.973510393,-1.4027236224175,-1.5178281654359,0.000564164982351728,0.835395285345764,1.08205789164655
"510","#REF!","AMT2","AMT2_051","","1996-04-23",-55.597,-47.5886,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",8.194628,517.202759,34,"6",8.15561,0.079449,11,4,7.34,7.34,NA,NA,0.77,10.31,"gC m-3",NA,NA,NA,NA,NA,NA,3.38e+08,1.14e+09,4640000,NA,4360000,974000,2960000,1120000,370000,695000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83331022,"","Phytoplankton","phytoplankton","4",0.247973266361807,"forestgreen","phytoplankton",-0.83331022,-1.10490444429442,-1.05424322282226,0.00273303263672199,0.744785992374497,0.95414877573009
"511","#REF!","AMT2","AMT2_052","","1996-04-23",-55.597,-47.5886,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",8.194628,517.202759,34,"6",8.15561,0.079449,11,4,7.34,7.06,NA,NA,0.77,10.27,"gC m-3",NA,NA,NA,NA,NA,NA,1.99e+08,9.85e+08,1660000,533000,4200000,1470000,2720000,1030000,1280000,695000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.751331476,"","Phytoplankton","phytoplankton","4",0.247973266361807,"forestgreen","phytoplankton",-0.751331476,-0.839582069540279,-0.799251447577393,0.0254734608537049,0.484011695264803,0.951963454883012
"512","#REF!","AMT2","AMT2_053","","1996-04-24",-54.7414,-43.4254,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",12.944781,677.598328,34,"6",8.10498,0.086945,7,3,12.79,12.79,NA,NA,0.53,5.44,"gC m-3",NA,NA,NA,NA,NA,NA,6020000,1.63e+09,414000,1470000,6510000,80000,222000,201000,NA,84500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.207437244,"","Phytoplankton","phytoplankton","4",0.184691430817599,"forestgreen","phytoplankton",-1.207437244,-1.06782024098066,-0.738541344153433,0.039340840234505,0.47727619924283,0.691634524061066
"513","#REF!","AMT2","AMT2_054","","1996-04-24",-54.7414,-43.4254,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,30,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",12.944781,677.598328,34,"6",8.10498,0.086945,7,3,12.79,12.54,NA,NA,0.67,6.25,"gC m-3",NA,NA,NA,NA,NA,NA,10700000,9.67e+08,414000,1510000,2340000,NA,148000,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.664464207,"","Phytoplankton","phytoplankton","4",0.222716471147583,"forestgreen","phytoplankton",-1.664464207,-1.4910604705889,-1.2612902031505,0.039060931181933,0.60658618983497,0.845901442650644
"514","#REF!","AMT2","AMT2_055","","1996-04-25",-53.3096,-39.4045,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.738003,770.676208,34,"5.15738",8.064006,0.081471,4,3,19.11,19.11,NA,NA,0.49,NA,"gC m-3",NA,NA,NA,NA,NA,NA,29700000,9.33e+08,5940000,49100000,2700000,1940000,1990000,327000,1110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.715691296,"","Phytoplankton","phytoplankton","4",0.173186268412274,"forestgreen","phytoplankton",-0.715691296,-1.02072324240958,-0.933507327472816,0.00942568981043227,0.642058945455437,0.9145547869265
"515","#REF!","AMT2","AMT2_056","","1996-04-25",-53.3096,-39.4045,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.738003,770.676208,34,"5.15738",8.064006,0.081471,4,3,19.11,19.13,NA,NA,0.49,NA,"gC m-3",NA,NA,NA,NA,NA,NA,32700000,5.7e+08,5780000,8080000,5800000,3260000,944000,452000,1290000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.234048624,"","Phytoplankton","phytoplankton","4",0.173186268412274,"forestgreen","phytoplankton",-1.234048624,-1.12410010032975,-0.983463359968493,0.000875555344069735,0.768187782053319,0.874889486870429
"516","#REF!","AMT2","AMT2_057","","1996-04-29",-49.8114,-36.0588,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19,410.835785,35,"5",8.076927,0.049996,2,3,20.77,20.77,NA,NA,0.25,0.27,"gC m-3",NA,NA,NA,NA,NA,NA,2910000,3.4e+08,663000,171000,3200000,768000,828000,176000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.813055032,"","Phytoplankton","phytoplankton","4",0.0969100130080564,"forestgreen","phytoplankton",-0.813055032,-0.964535775978135,-0.833268286444311,0.0416290794497457,0.469594216511587,0.863906043919724
"518","#REF!","AMT2","AMT2_059","","1996-04-30",-46.6136,-33.3946,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20,275.184967,35,"5",8.076767,0.039835,1,2.930923,20.41,20.41,NA,NA,0.21,NA,"gC m-3",NA,NA,NA,NA,NA,NA,8960000,6.42e+08,2900000,5220000,5520000,1980000,738000,576000,197000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18916148,"","Phytoplankton","phytoplankton","4",0.0827853703164501,"forestgreen","phytoplankton",-1.18916148,-1.1026894372285,-0.971889087085808,0.00172138411233474,0.726946256703209,0.881380608422758
"519","#REF!","AMT2","AMT2_060","","1996-04-30",-46.6136,-33.3946,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20,275.184967,35,"5",8.076767,0.039835,1,2.930923,20.41,19.41,NA,NA,0.38,NA,"gC m-3",NA,NA,NA,NA,NA,NA,13600000,2.28e+08,518000,13800000,2180000,768000,472000,628000,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.195240995,"","Phytoplankton","phytoplankton","4",0.139879086401236,"forestgreen","phytoplankton",-1.195240995,-1.04621435963952,-1.04760826705187,0.0108415266046662,0.628283802184035,1.00133233442985
"520","#REF!","AMT2","AMT2_061","","1996-05-01",-43.4269,-30.31,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21,230.113708,36,"5",8.113935,0.031117,1,2,23.28,23.28,NA,NA,0.15,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3210000,2.72e+08,248000,266000,2010000,432000,66500,25200,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39701571,"","Phytoplankton","phytoplankton","4",0.0606978403536116,"forestgreen","phytoplankton",-1.39701571,-1.19676962380328,-0.99491727624778,0.0138502951598906,0.603003632829206,0.831335669337912
"521","#REF!","AMT2","AMT2_062","","1996-05-01",-43.4269,-30.31,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,110,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21,230.113708,36,"5",8.113935,0.031117,1,2,23.28,18.27,NA,NA,0.31,0.93,"gC m-3",NA,NA,NA,NA,NA,NA,2140000,1.69e+08,NA,NA,1390000,128000,177000,351000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.285180995,"","Phytoplankton","phytoplankton","4",0.117271295655764,"forestgreen","phytoplankton",-1.285180995,-1.10496885213456,-1.04234551992926,0.0292356051145356,0.6467162392269,0.943325703630174
"522","#REF!","AMT2","AMT2_063","","1996-05-02",-40.7161,-27.6196,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23,228.929443,36,"4",8.15557,0.028,1,2,24.55,24.55,NA,NA,0.28,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2240000,3.54e+08,580000,1780000,1270000,272000,236000,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.430456583,"","Phytoplankton","phytoplankton","4",0.107209969647868,"forestgreen","phytoplankton",-1.430456583,-1.21297201538443,-0.99348847572473,0.0329572002703155,0.558970198659405,0.819053088714382
"523","#REF!","AMT2","AMT2_064","","1996-05-02",-40.7161,-27.6196,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23,228.929443,36,"4",8.15557,0.028,1,2,24.55,21.99,NA,NA,0.27,0.8,"gC m-3",NA,NA,NA,NA,NA,NA,4090000,3.47e+08,828000,704000,1290000,208000,252000,327000,69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.924404302,"","Phytoplankton","phytoplankton","4",0.103803720955957,"forestgreen","phytoplankton",-0.924404302,-0.98157113937485,-0.731553216659658,0.0195649656846372,0.564709584409178,0.745288025812958
"524","#REF!","AMT2","AMT2_065","","1996-05-03",-37.8635,-24.3494,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24,217.171967,36,"4",8.127575,0.027,1,2,25.2,25.2,NA,NA,0.18,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1850000,3.32e+08,414000,1430000,1060000,608000,442000,75300,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.269008832,"","Phytoplankton","phytoplankton","4",0.0718820073061254,"forestgreen","phytoplankton",-1.269008832,-1.04482828499007,-0.837866275963968,0.0208948676218527,0.557057621383317,0.801917681594861
"525","#REF!","AMT2","AMT2_066","","1996-05-03",-37.8635,-24.3494,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,100,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",24,217.171967,36,"4",8.127575,0.027,1,2,25.2,22.43,NA,NA,0.27,NA,"gC m-3",NA,NA,NA,NA,NA,NA,6590000,2.24e+08,745000,2610000,1410000,32000,14800,100000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.190367826,"","Phytoplankton","phytoplankton","4",0.103803720955957,"forestgreen","phytoplankton",-1.190367826,-1.39483494409562,-1.31633466595934,0.00477945071750795,0.702431945506465,0.943720740243444
"526","#REF!","AMT2","AMT2_067","","1996-05-04",-35.5309,-19.9084,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26,198.068497,37,"4",8.120531,0.026191,0,2,27.36,27.36,NA,NA,0.17,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3870000,2.91e+08,497000,3310000,633000,288000,429000,50100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.229807914,"","Phytoplankton","phytoplankton","4",0.0681858617461616,"forestgreen","phytoplankton",-1.229807914,-1.13960390786745,-0.926345251289549,0.0330501489707766,0.558589499706913,0.81286598343018
"527","#REF!","AMT2","AMT2_068","","1996-05-04",-35.5309,-19.9084,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26,198.068497,37,"4",8.120531,0.026191,0,2,27.36,25.02,NA,NA,0.71,NA,"gC m-3",NA,NA,NA,NA,NA,NA,4420000,7.42e+08,2640000,969000,2920000,NA,489000,50100,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.011741677,"","Phytoplankton","phytoplankton","4",0.232996110392154,"forestgreen","phytoplankton",-1.011741677,-1.22478647088572,-1.01533131843459,0.0160189324101279,0.647422633421148,0.828986392787585
"533","#REF!","AMT2","AMT2_074","","1996-05-07",-29.7628,-7.4763,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,241.757294,36,"4",8.245481,0.026,0,1,28.58,28.58,NA,NA,0.08,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1660000,2.96e+08,1320000,1790000,2010000,112000,73800,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.467381501,"","Phytoplankton","phytoplankton","4",0.0334237554869497,"forestgreen","phytoplankton",-1.467381501,-1.34154020411134,-1.21966024066946,0.020487443091869,0.619233243679872,0.909149227829055
"536","#REF!","AMT2","AMT2_077","","1996-05-08",-28.2124,-3.9165,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,346.751038,36,"4",8.252025,0.030522,0,1,28.39,28.39,NA,NA,0.12,NA,"gC m-3",NA,NA,NA,NA,NA,NA,876000,2.9e+08,497000,1370000,1040000,128000,236000,151000,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.156161991,"","Phytoplankton","phytoplankton","4",0.0492180226701817,"forestgreen","phytoplankton",-1.156161991,-0.921231482938475,-0.672108940745485,0.038425279644425,0.480448735307591,0.72957660826098
"537","#REF!","AMT2","AMT2_078","","1996-05-08",-28.2124,-3.9165,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,346.751038,36,"4",8.252025,0.030522,0,1,28.39,22.62,NA,NA,0.5,3.6,"gC m-3",NA,NA,NA,NA,NA,NA,7120000,5.71e+08,1820000,5120000,3980000,1810000,961000,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.375236019,"","Phytoplankton","phytoplankton","4",0.176091259055681,"forestgreen","phytoplankton",-1.375236019,-1.23245869580273,-1.17178914945682,0.0292985213568117,0.574622892396162,0.95077356624402
"540","#REF!","AMT2","AMT2_081","","1996-05-09",-26.3851,-0.1951,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26,471.70224,35,"4",8.224133,0.044956,0,1,28.63,22.34,NA,NA,0.69,0.67,"gC m-3",NA,NA,NA,NA,NA,NA,6900000,6.82e+08,2190000,759000,3300000,1690000,652000,NA,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.311685896,"","Phytoplankton","phytoplankton","4",0.227886704613674,"forestgreen","phytoplankton",-1.311685896,-1.13102743191557,-0.968075459618947,0.019863711409364,0.622884510412957,0.85592571170388
"544","#REF!","AMT2","AMT2_085","","1996-05-11",-22.9468,7.5785,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,439.642792,35,"4",8.219562,0.036862,0,2,26.16,18.33,NA,NA,0.81,6.23,"gC m-3",NA,NA,NA,NA,NA,NA,18200000,9.64e+08,10400000,6840000,6800000,2050000,1200000,50100,485000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.065441209,"","Phytoplankton","phytoplankton","4",0.257678574869184,"forestgreen","phytoplankton",-1.065441209,-1.28669509047388,-1.18874543757995,0.000798093641017982,0.773348893915051,0.923875008446751
"545","#REF!","AMT2","AMT2_086","","1996-05-12",-21.0588,11.7404,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.956717,835.626953,35,"4",8.198996,0.050305,1,2,26.16,26.16,NA,NA,0.28,NA,"gC m-3",NA,NA,NA,NA,NA,NA,5740000,7.5e+08,1490000,1480000,2770000,528000,665000,426000,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.886686392,"","Phytoplankton","phytoplankton","4",0.107209969647868,"forestgreen","phytoplankton",-0.886686392,-1.06661046766843,-0.845234506840301,0.0162491070818936,0.585688148762408,0.792449101580594
"546","#REF!","AMT2","AMT2_087","","1996-05-12",-21.0588,11.7404,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25.956717,835.626953,35,"4",8.198996,0.050305,1,2,26.16,18.53,NA,NA,1.64,7.15,"gC m-3",NA,NA,NA,NA,NA,NA,1.43e+08,2.13e+09,35000000,4880000,33600000,8630000,2500000,3290000,4460000,63600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.174193587,"","Phytoplankton","phytoplankton","4",0.421603926869831,"forestgreen","phytoplankton",-1.174193587,-1.11807379119735,-0.993849087416033,0.00186694015823952,0.721545690240185,0.888894002561061
"549","#REF!","AMT2","AMT2_090","","1996-05-15",-21.7865,26.5409,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",22,330.400787,37,"5",8.230115,0.02887,0.256577,1,21.35,21.35,NA,NA,0.09,NA,"gC m-3",NA,NA,NA,NA,NA,NA,5160000,4.73e+08,1490000,190000,2920000,832000,414000,125000,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37104239,"","Phytoplankton","phytoplankton","4",0.0374264979406237,"forestgreen","phytoplankton",-1.37104239,-1.2081453569351,-1.06417714565437,0.0138827068335292,0.602755027589711,0.880835356065135
